Süre;Uzama;Gerilim 1;Yük
(sec);(mm);(mm/mm);(N)
300,8;19,4;0,0110;16401,4623
301,0;19,4;0,0110;16401,1821
301,2;19,4;0,0110;16401,2551
301,4;19,5;0,0110;16395,0980
301,6;19,5;0,0110;16397,0605
301,8;19,5;0,0110;16395,2544
302,0;19,5;0,0110;16392,5961
302,2;19,5;0,0110;16388,4938
302,4;19,5;0,0110;16390,1567
302,6;19,5;0,0110;16388,9006
302,8;19,5;0,0110;16383,6956
303,0;19,6;0,0110;16383,3708
303,2;19,6;0,0110;16383,8044
303,4;19,6;0,0110;16381,3218
303,6;19,6;0,0110;16375,2422
303,8;19,6;0,0110;16377,6025
304,0;19,6;0,0110;16377,1570
304,2;19,6;0,0110;16370,8404
304,4;19,7;0,0110;16369,4367
304,6;19,7;0,0110;16370,3874
304,8;19,7;0,0110;16369,9701
305,0;19,7;0,0110;16363,1007
305,2;19,7;0,0110;16365,2033
305,4;19,7;0,0110;16364,3271
305,6;19,7;0,0110;16358,4068
305,8;19,7;0,0110;16355,8587
306,0;19,8;0,0110;16355,3879
306,2;19,8;0,0110;16355,3506
306,4;19,8;0,0110;16351,5002
306,6;19,8;0,0110;16350,1501
306,8;19,8;0,0110;16350,6672
307,0;19,8;0,0110;16346,4099
307,2;19,8;0,0110;16342,5073
307,4;19,9;0,0110;16341,6058
307,6;19,9;0,0110;16341,5372
307,8;19,9;0,0110;16335,4069
308,0;19,9;0,0110;16333,4131
308,2;19,9;0,0110;16334,5531
308,4;19,9;0,0110;16331,9662
308,6;19,9;0,0110;16326,5720
308,8;19,9;0,0110;16326,6972
309,0;20,0;0,0110;16326,5437
309,2;20,0;0,0110;16320,5713
309,4;20,0;0,0110;16317,4763
309,6;20,0;0,0110;16316,6076
309,8;20,0;0,0110;16317,5240
310,0;20,0;0,0110;16311,2476
310,2;20,0;0,0110;16311,0703
310,4;20,1;0,0110;16310,3700
310,6;20,1;0,0110;16307,1215
310,8;20,1;0,0110;16299,9690
311,0;20,1;0,0110;16299,7007
311,2;20,1;0,0110;16300,6186
311,4;20,1;0,0110;16293,5778
311,6;20,1;0,0110;16292,1041
311,8;20,1;0,0110;16292,6912
312,0;20,2;0,0110;16291,4321
312,2;20,2;0,0110;16283,0994
312,4;20,2;0,0110;16282,2425
312,6;20,2;0,0110;16283,0159
312,8;20,2;0,0110;16276,8692
313,0;20,2;0,0110;16273,9977
313,2;20,2;0,0110;16273,9486
313,4;20,3;0,0110;16271,8579
313,6;20,3;0,0110;16265,1062
313,8;20,3;0,0110;16264,5862
314,0;20,3;0,0110;16263,0245
314,2;20,3;0,0110;16259,6807
314,4;20,3;0,0110;16254,8885
314,6;20,3;0,0110;16254,6188
314,8;20,3;0,0110;16253,6085
315,0;20,4;0,0110;16245,5976
315,2;20,4;0,0110;16243,5308
315,4;20,4;0,0110;16243,3803
315,6;20,4;0,0110;16241,2405
315,8;20,4;0,0110;16233,8018
316,0;20,4;0,0110;16232,2521
316,2;20,4;0,0110;16232,2804
316,4;20,5;0,0110;16225,2918
316,6;20,5;0,0110;16221,0867
316,8;20,5;0,0110;16219,9557
317,0;20,5;0,0110;16219,6279
317,2;20,5;0,0110;16213,7553
317,4;20,5;0,0110;16209,6858
317,6;20,5;0,0110;16208,4743
317,8;20,5;0,0110;16204,4793
318,0;20,6;0,0110;16198,5263
318,2;20,6;0,0110;16196,0825
318,4;20,6;0,0110;16196,3940
318,6;20,6;0,0110;16189,3085
318,8;20,6;0,0110;16185,7739
319,0;20,6;0,0110;16183,3912
319,2;20,6;0,0110;16180,6449
319,4;20,7;0,0110;16173,0543
319,6;20,7;0,0110;16170,0234
319,8;20,7;0,0110;16169,6985
320,0;20,7;0,0110;16162,2822
320,2;20,7;0,0110;16157,2978
320,4;20,7;0,0110;16156,5468
320,6;20,7;0,0110;16154,6350
320,8;20,7;0,0110;16146,0131
321,0;20,8;0,0110;16142,1508
321,2;20,8;0,0110;16141,4519
321,4;20,8;0,0110;16135,4557
321,6;20,8;0,0110;16128,4521
321,8;20,8;0,0110;16126,0471
322,0;20,8;0,0110;16125,3914
322,2;20,8;0,0110;16116,8069
322,4;20,9;0,0110;16111,9089
322,6;20,9;0,0110;16109,3220
322,8;20,9;0,0110;16106,1198
323,0;20,9;0,0110;16095,6100
323,2;20,9;0,0110;16091,4421
323,4;20,9;0,0110;16089,6361
323,6;20,9;0,0110;16082,5029
323,8;20,9;0,0110;16076,6557
324,0;21,0;0,0110;16071,7726
324,2;21,0;0,0110;16070,2169
324,4;21,0;0,0110;16061,0944
324,6;21,0;0,0110;16056,5600
324,8;21,0;0,0110;16053,0716
325,0;21,0;0,0110;16047,0605
325,2;21,0;0,0110;16039,2404
325,4;21,1;0,0110;16035,2945
325,6;21,1;0,0110;16033,7999
325,8;21,1;0,0110;16023,3885
326,0;21,1;0,0110;16017,5547
326,2;21,1;0,0110;16014,5268
326,4;21,1;0,0110;16009,0759
326,6;21,1;0,0110;16000,5033
326,8;21,1;0,0110;15994,7947
327,0;21,2;0,0110;15992,4492
327,2;21,2;0,0110;15983,1569
327,4;21,2;0,0110;15975,8568
327,6;21,2;0,0110;15972,0495
327,8;21,2;0,0110;15969,1006
328,0;21,2;0,0110;15957,4240
328,2;21,2;0,0110;15948,6085
328,4;21,3;0,0110;15946,2094
328,6;21,3;0,0110;15939,7632
328,8;21,3;0,0110;15930,4649
329,0;21,3;0,0110;15923,1424
329,2;21,3;0,0110;15922,1619
329,4;21,3;0,0110;15910,5137
329,6;21,3;0,0110;15901,8025
329,8;21,3;0,0110;15895,6930
330,0;21,4;0,0110;15888,3855
330,2;21,4;0,0110;15879,0782
330,4;21,4;0,0110;15872,0881
330,6;21,4;0,0110;15869,5847
330,8;21,4;0,0110;15857,4641
331,0;21,4;0,0110;15849,8392
331,2;21,4;0,0110;15842,3781
331,4;21,5;0,0110;15837,4608
331,6;21,5;0,0110;15825,4415
331,8;21,5;0,0110;15816,3756
332,0;21,5;0,0110;15812,1541
332,2;21,5;0,0110;15802,8781
332,4;21,5;0,0110;15792,8169
332,6;21,5;0,0110;15785,2203
332,8;21,5;0,0110;15781,6470
333,0;21,6;0,0110;15766,7264
333,2;21,6;0,0110;15758,3505
333,4;21,6;0,0110;15752,3036
333,6;21,6;0,0110;15743,9157
333,8;21,6;0,0110;15732,6445
334,0;21,6;0,0110;15721,9470
334,2;21,6;0,0110;15718,7209
334,4;21,7;0,0110;15705,5229
334,6;21,7;0,0110;15695,5928
334,8;21,7;0,0110;15685,1187
335,0;21,7;0,0110;15679,5919
335,2;21,7;0,0110;15665,9648
335,4;21,7;0,0110;15654,4104
335,6;21,7;0,0110;15648,5945
335,8;21,7;0,0110;15637,3903
336,0;21,8;0,0110;15627,2039
336,2;21,8;0,0110;15614,8568
336,4;21,8;0,0110;15609,5207
336,6;21,8;0,0110;15596,2914
336,8;21,8;0,0110;15585,0753
337,0;21,8;0,0110;15576,5742
337,2;21,8;0,0110;15566,3058
337,4;21,9;0,0110;15553,5549
337,6;21,9;0,0110;15542,6994
337,8;21,9;0,0110;15536,9952
338,0;21,9;0,0110;15522,8809
338,2;21,9;0,0110;15510,2521
338,4;21,9;0,0110;15499,8019
338,6;21,9;0,0110;15491,5646
338,8;21,9;0,0110;15475,9824
339,0;22,0;0,0110;15463,1883
339,2;22,0;0,0110;15455,8733
339,4;22,0;0,0110;15443,6290
339,6;22,0;0,0110;15429,2747
339,8;22,0;0,0110;15416,8352
340,0;22,0;0,0110;15410,0329
340,2;22,0;0,0110;15393,3883
340,4;22,1;0,0110;15379,0504
340,6;22,1;0,0110;15370,0829
340,8;22,1;0,0110;15358,9875
341,0;22,1;0,0110;15343,1877
341,2;22,1;0,0110;15329,2298
341,4;22,1;0,0110;15323,5555
341,6;22,1;0,0110;15308,1879
341,8;22,1;0,0110;15292,3033
342,0;22,2;0,0110;15279,6790
342,2;22,2;0,0110;15269,4374
342,4;22,2;0,0110;15253,4813
342,6;22,2;0,0110;15238,9944
342,8;22,2;0,0110;15229,5262
343,0;22,2;0,0110;15215,4893
343,2;22,2;0,0110;15199,8043
343,4;22,3;0,0110;15185,7495
343,6;22,3;0,0110;15175,5437
343,8;22,3;0,0110;15159,1524
344,0;22,3;0,0110;15142,9489
344,2;22,3;0,0110;15132,7699
344,4;22,3;0,0110;15118,7152
344,6;22,3;0,0110;15102,7247
344,8;22,3;0,0110;15086,1591
345,0;22,4;0,0110;15078,1244
345,2;22,4;0,0110;15060,4680
345,4;22,4;0,0110;15041,7313
345,6;22,4;0,0110;15028,1474
345,8;22,4;0,0110;15014,8168
346,0;22,4;0,0110;14998,1230
346,2;22,4;0,0110;14980,0390
346,4;22,5;0,0110;14969,5158
346,6;22,5;0,0110;14954,9156
346,8;22,5;0,0110;14937,4187
347,0;22,5;0,0110;14920,9023
347,2;22,5;0,0110;14907,3124
347,4;22,5;0,0110;14889,7976
347,6;22,5;0,0110;14869,8136
347,8;22,5;0,0110;14858,3248
348,0;22,6;0,0110;14842,4834
348,2;22,6;0,0110;14824,5230
348,4;22,6;0,0110;14805,0293
348,6;22,6;0,0110;14793,4452
348,8;22,6;0,0110;14775,3254
349,0;22,6;0,0110;14754,8705
349,2;22,6;0,0110;14740,3002
349,4;22,7;0,0110;14724,6048
349,6;22,7;0,0110;14706,5997
349,8;22,7;0,0110;14686,9391
350,0;22,7;0,0110;14674,1003
350,2;22,7;0,0110;14655,8464
350,4;22,7;0,0110;14633,9342
350,6;22,7;0,0110;14617,0244
350,8;22,7;0,0110;14600,9088
351,0;22,8;0,0110;14580,0963
351,2;22,8;0,0110;14558,3853
351,4;22,8;0,0110;14544,4095
351,6;22,8;0,0110;14528,6173
351,8;22,8;0,0110;14506,2685
352,0;22,8;0,0110;14487,1950
352,2;22,8;0,0110;14472,0733
352,4;22,9;0,0110;14451,5619
352,6;22,9;0,0110;14428,3354
352,8;22,9;0,0110;14409,4810
353,0;22,9;0,0110;14392,5175
353,2;22,9;0,0110;14372,6379
353,4;22,9;0,0110;14349,2430
353,6;22,9;0,0110;14333,8367
353,8;22,9;0,0110;14313,6278
354,0;23,0;0,0110;14291,3938
354,2;23,0;0,0110;14270,7914
354,4;23,0;0,0110;14251,1517
354,6;23,0;0,0110;14230,7267
354,8;23,0;0,0110;14205,3694
355,0;23,0;0,0110;14188,9334
355,2;23,0;0,0110;14168,3877
355,4;23,1;0,0110;14145,1851
355,6;23,1;0,0110;14121,4788
355,8;23,1;0,0110;14104,2337
356,0;23,1;0,0110;14081,5690
356,2;23,1;0,0110;14056,0612
356,4;23,1;0,0110;14036,0594
356,6;23,1;0,0110;14014,5406
356,8;23,1;0,0110;13991,2799
357,0;23,2;0,0110;13966,0895
357,2;23,2;0,0110;13947,5599
357,4;23,2;0,0110;13924,6657
357,6;23,2;0,0110;13898,4397
357,8;23,2;0,0110;13874,6113
358,0;23,2;0,0110;13854,0283
358,2;23,2;0,0110;13830,4487
358,4;23,3;0,0110;13801,4719
358,6;23,3;0,0110;13782,1794
358,8;23,3;0,0110;13758,8233
359,0;23,3;0,0110;13734,1484
359,2;23,3;0,0110;13706,3920
359,4;23,3;0,0110;13685,0148
359,6;23,3;0,0110;13660,3564
359,8;23,3;0,0110;13631,3945
360,0;23,4;0,0110;13609,0502
360,2;23,4;0,0110;13585,4229
360,4;23,4;0,0110;13557,9005
360,6;23,4;0,0110;13530,3751
360,8;23,4;0,0110;13507,2380
361,0;23,4;0,0110;13481,1804
361,2;23,4;0,0110;13450,7746
361,4;23,5;0,0110;13426,5542
361,6;23,5;0,0110;13400,2745
361,8;23,5;0,0110;13373,3213
362,0;23,5;0,0110;13342,4178
362,2;23,5;0,0110;13318,4463
362,4;23,5;0,0110;13293,2022
362,6;23,5;0,0110;13262,9246
362,8;23,5;0,0110;13233,3964
363,0;23,6;0,0110;13206,8127
363,2;23,6;0,0110;13179,7552
363,4;23,6;0,0110;13146,1307
363,6;23,6;0,0110;13119,1730
363,8;23,6;0,0110;13093,2152
364,0;23,6;0,0110;13064,0894
364,2;23,6;0,0110;13030,1535
364,4;23,7;0,0110;13003,7755
364,6;23,7;0,0110;12974,2742
364,8;23,7;0,0110;12939,5843
365,0;23,7;0,0110;12909,5510
365,2;23,7;0,0110;12881,3967
365,4;23,7;0,0110;12851,7404
365,6;23,7;0,0110;12817,2845
365,8;23,7;0,0110;12788,0082
366,0;23,8;0,0110;12756,9541
366,2;23,8;0,0110;12723,3416
366,4;23,8;0,0110;12688,3298
366,6;23,8;0,0110;12658,9462
366,8;23,8;0,0110;12627,7238
367,0;23,8;0,0110;12590,1297
367,2;23,8;0,0110;12558,6182
367,4;23,9;0,0110;12526,3706
367,6;23,9;0,0110;12491,5145
367,8;23,9;0,0110;12453,9733
368,0;23,9;0,0110;12423,7344
368,2;23,9;0,0110;12389,0415
368,4;23,9;0,0110;12350,5682
368,6;23,9;0,0110;12315,7091
368,8;23,9;0,0110;12282,3030
369,0;24,0;0,0110;12248,1436
369,2;24,0;0,0110;12206,7705
369,4;24,0;0,0110;12174,4357
369,6;24,0;0,0110;12137,5360
369,8;24,0;0,0110;12099,4024
370,0;24,0;0,0110;12059,5470
370,2;24,0;0,0110;12024,6835
370,4;24,1;0,0110;11986,9784
370,6;24,1;0,0110;11944,2686
370,8;24,1;0,0110;11908,4947
371,0;24,1;0,0110;11871,5934
371,2;24,1;0,0110;11831,4020
371,4;24,1;0,0110;11787,3840
371,6;24,1;0,0110;11750,3345
371,8;24,1;0,0110;11709,6186
372,0;24,2;0,0110;11666,6086
372,2;24,2;0,0110;11625,3585
372,4;24,2;0,0110;11585,1477
372,6;24,2;0,0110;11543,8998
372,8;24,2;0,0110;11496,3882
373,0;24,2;0,0110;11456,1193
373,2;24,2;0,0110;11413,3485
373,4;24,3;0,0110;11366,2899
373,6;24,3;0,0110;11321,6653
373,8;24,3;0,0110;11279,5994
374,0;24,3;0,0110;11234,7260
374,2;24,3;0,0110;11184,2997
374,4;24,3;0,0110;11140,2325
374,6;24,3;0,0110;11095,3964
374,8;24,3;0,0110;11047,5175
375,0;24,4;0,0110;10995,8366
375,2;24,4;0,0110;10949,4269
375,4;24,4;0,0110;10902,2588
375,6;24,4;0,0110;10849,2240
375,8;24,4;0,0110;10799,2396
376,0;24,4;0,0110;10750,7855
376,2;24,4;0,0110;10701,6936
376,4;24,5;0,0110;10644,8792
376,6;24,5;0,0110;10592,8518
376,8;24,5;0,0110;10540,7402
377,0;24,5;0,0110;10483,7440
377,2;24,5;0,0110;10427,5294
377,4;24,5;0,0110;10373,7041
377,6;24,5;0,0110;10320,6672
377,8;24,5;0,0110;10258,0130
378,0;24,6;0,0110;10201,0742
378,2;24,6;0,0110;10143,5922
378,4;24,6;0,0110;10083,2760
378,6;24,6;0,0110;10020,1122
378,8;24,6;0,0110;9959,0808
379,0;24,6;0,0110;9897,5144
379,2;24,6;0,0110;9829,2083
379,4;24,7;0,0110;9764,2951
379,6;24,7;0,0110;9695,7244
379,8;24,7;0,0110;9622,3094
380,0;24,7;0,0110;9536,1941
380,2;24,7;0,0110;9145,7777
380,3;24,7;0,0110;-6,0413
